GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B5U001
"G2201210","1960","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",7502
"G2201230","1960","Louisiana","220","West Carroll","1230","West Carroll",10998
"G2201250","1960","Louisiana","220","West Feliciana","1250","West Feliciana",4197
"G2201270","1960","Louisiana","220","Winn","1270","Winn",11031
"G2300010","1960","Maine","230","Androscoggin","0010","Androscoggin",86180
"G2300030","1960","Maine","230","Aroostook","0030","Aroostook",104055
"G2300050","1960","Maine","230","Cumberland","0050","Cumberland",181894
"G2300070","1960","Maine","230","Franklin","0070","Franklin",20049
"G2300090","1960","Maine","230","Hancock","0090","Hancock",32226
"G2300110","1960","Maine","230","Kennebec","0110","Kennebec",88937
"G2300130","1960","Maine","230","Knox","0130","Knox",28519
"G2300150","1960","Maine","230","Lincoln","0150","Lincoln",18483
"G2300170","1960","Maine","230","Oxford","0170","Oxford",44301
"G2300190","1960","Maine","230","Penobscot","0190","Penobscot",124945
"G2300210","1960","Maine","230","Piscataquis","0210","Piscataquis",17351
"G2300230","1960","Maine","230","Sagadahoc","0230","Sagadahoc",22649
"G2300250","1960","Maine","230","Somerset","0250","Somerset",39681
"G2300270","1960","Maine","230","Waldo","0270","Waldo",22611
"G2300290","1960","Maine","230","Washington","0290","Washington",32313
"G2300310","1960","Maine","230","York","0310","York",99097
"G2400010","1960","Maryland","240","Allegany","0010","Allegany",82969
"G2400030","1960","Maryland","240","Anne Arundel","0030","Anne Arundel",176045
"G2400050","1960","Maryland","240","Baltimore","0050","Baltimore",474893
"G2400090","1960","Maryland","240","Calvert","0090","Calvert",9154
"G2400110","1960","Maryland","240","Caroline","0110","Caroline",15528
"G2400130","1960","Maryland","240","Carroll","0130","Carroll",50584
"G2400150","1960","Maryland","240","Cecil","0150","Cecil",45368
"G2400170","1960","Maryland","240","Charles","0170","Charles",21661
"G2400190","1960","Maryland","240","Dorchester","0190","Dorchester",20646
"G2400210","1960","Maryland","240","Frederick","0210","Frederick",66779
"G2400230","1960","Maryland","240","Garrett","0230","Garrett",20380
"G2400250","1960","Maryland","240","Harford","0250","Harford",69082
"G2400270","1960","Maryland","240","Howard","0270","Howard",32070
"G2400290","1960","Maryland","240","Kent","0290","Kent",11603
"G2400310","1960","Maryland","240","Montgomery","0310","Montgomery",327736
"G2400330","1960","Maryland","240","Prince Georges","0330","Prince Georges",324714
"G2400350","1960","Maryland","240","Queen Anne's","0350","Queen Anne's",12104
"G2400370","1960","Maryland","240","St Mary's","0370","St Mary's",31672
"G2400390","1960","Maryland","240","Somerset","0390","Somerset",12315
"G2400410","1960","Maryland","240","Talbot","0410","Talbot",15717
"G2400430","1960","Maryland","240","Washington","0430","Washington",88582
"G2400450","1960","Maryland","240","Wicomico","0450","Wicomico",38045
"G2400470","1960","Maryland","240","Worcester","0470","Worcester",15664
"G2405100","1960","Maryland","240","Baltimore City","5100","Baltimore City",610608
"G2500010","1960","Massachusetts","250","Barnstable","0010","Barnstable",67964
"G2500030","1960","Massachusetts","250","Berkshire","0030","Berkshire",140580
"G2500050","1960","Massachusetts","250","Bristol","0050","Bristol",393175
"G2500070","1960","Massachusetts","250","Dukes","0070","Dukes",5507
"G2500090","1960","Massachusetts","250","Essex","0090","Essex",565656
"G2500110","1960","Massachusetts","250","Franklin","0110","Franklin",54651
"G2500130","1960","Massachusetts","250","Hampden","0130","Hampden",414038
"G2500150","1960","Massachusetts","250","Hampshire","0150","Hampshire",102693
"G2500170","1960","Massachusetts","250","Middlesex","0170","Middlesex",1222632
"G2500190","1960","Massachusetts","250","Nantucket","0190","Nantucket",3438
"G2500210","1960","Massachusetts","250","Norfolk","0210","Norfolk",507818
"G2500230","1960","Massachusetts","250","Plymouth","0230","Plymouth",243450
"G2500250","1960","Massachusetts","250","Suffolk","0250","Suffolk",722207
"G2500270","1960","Massachusetts","250","Worcester","0270","Worcester",579335
"G2600010","1960","Michigan","260","Alcona","0010","Alcona",6324
"G2600030","1960","Michigan","260","Alger","0030","Alger",9181
"G2600050","1960","Michigan","260","Allegan","0050","Allegan",56791
"G2600070","1960","Michigan","260","Alpena","0070","Alpena",28534
"G2600090","1960","Michigan","260","Antrim","0090","Antrim",10240
"G2600110","1960","Michigan","260","Arenac","0110","Arenac",9787
"G2600130","1960","Michigan","260","Baraga","0130","Baraga",6892
"G2600150","1960","Michigan","260","Barry","0150","Barry",31699
"G2600170","1960","Michigan","260","Bay","0170","Bay",106342
"G2600190","1960","Michigan","260","Benzie","0190","Benzie",7721
"G2600210","1960","Michigan","260","Berrien","0210","Berrien",136874
"G2600230","1960","Michigan","260","Branch","0230","Branch",34643
"G2600250","1960","Michigan","260","Calhoun","0250","Calhoun",128636
"G2600270","1960","Michigan","260","Cass","0270","Cass",33100
"G2600290","1960","Michigan","260","Charlevoix","0290","Charlevoix",13186
"G2600310","1960","Michigan","260","Cheboygan","0310","Cheboygan",14447
"G2600330","1960","Michigan","260","Chippewa","0330","Chippewa",31666
"G2600350","1960","Michigan","260","Clare","0350","Clare",11629
"G2600370","1960","Michigan","260","Clinton","0370","Clinton",37871
"G2600390","1960","Michigan","260","Crawford","0390","Crawford",4842
"G2600410","1960","Michigan","260","Delta","0410","Delta",34078
"G2600430","1960","Michigan","260","Dickinson","0430","Dickinson",23909
"G2600450","1960","Michigan","260","Eaton","0450","Eaton",49534
"G2600470","1960","Michigan","260","Emmet","0470","Emmet",15268
"G2600490","1960","Michigan","260","Genesee","0490","Genesee",337323
"G2600510","1960","Michigan","260","Gladwin","0510","Gladwin",10756
"G2600530","1960","Michigan","260","Gogebic","0530","Gogebic",24309
"G2600550","1960","Michigan","260","Grand Traverse","0550","Grand Traverse",33170
"G2600570","1960","Michigan","260","Gratiot","0570","Gratiot",36878
"G2600590","1960","Michigan","260","Hillsdale","0590","Hillsdale",34698
"G2600610","1960","Michigan","260","Houghton","0610","Houghton",35574
"G2600630","1960","Michigan","260","Huron","0630","Huron",33990
"G2600650","1960","Michigan","260","Ingham","0650","Ingham",203109
"G2600670","1960","Michigan","260","Ionia","0670","Ionia",41990
"G2600690","1960","Michigan","260","Iosco","0690","Iosco",16322
"G2600710","1960","Michigan","260","Iron","0710","Iron",17153
"G2600730","1960","Michigan","260","Isabella","0730","Isabella",34640
"G2600750","1960","Michigan","260","Jackson","0750","Jackson",124509
"G2600770","1960","Michigan","260","Kalamazoo","0770","Kalamazoo",163635
"G2600790","1960","Michigan","260","Kalkaska","0790","Kalkaska",4357
"G2600810","1960","Michigan","260","Kent","0810","Kent",347851
"G2600830","1960","Michigan","260","Keweenaw","0830","Keweenaw",2382
"G2600850","1960","Michigan","260","Lake","0850","Lake",3918
"G2600870","1960","Michigan","260","Lapeer","0870","Lapeer",41410
"G2600890","1960","Michigan","260","Leelanau","0890","Leelanau",9091
"G2600910","1960","Michigan","260","Lenawee","0910","Lenawee",77336
"G2600930","1960","Michigan","260","Livingston","0930","Livingston",37934
"G2600950","1960","Michigan","260","Luce","0950","Luce",7733
"G2600970","1960","Michigan","260","Mackinac","0970","Mackinac",10580
"G2600990","1960","Michigan","260","Macomb","0990","Macomb",399006
"G2601010","1960","Michigan","260","Manistee","1010","Manistee",18789
"G2601030","1960","Michigan","260","Marquette","1030","Marquette",54935
"G2601050","1960","Michigan","260","Mason","1050","Mason",21789
"G2601070","1960","Michigan","260","Mecosta","1070","Mecosta",20837
"G2601090","1960","Michigan","260","Menominee","1090","Menominee",24504
"G2601110","1960","Michigan","260","Midland","1110","Midland",51349
"G2601130","1960","Michigan","260","Missaukee","1130","Missaukee",6762
"G2601150","1960","Michigan","260","Monroe","1150","Monroe",99123
"G2601170","1960","Michigan","260","Montcalm","1170","Montcalm",35724
"G2601190","1960","Michigan","260","Montmorency","1190","Montmorency",4423
"G2601210","1960","Michigan","260","Muskegon","1210","Muskegon",136892
"G2601230","1960","Michigan","260","Newaygo","1230","Newaygo",23635
"G2601250","1960","Michigan","260","Oakland","1250","Oakland",666181
"G2601270","1960","Michigan","260","Oceana","1270","Oceana",16387
"G2601290","1960","Michigan","260","Ogemaw","1290","Ogemaw",9675
"G2601310","1960","Michigan","260","Ontonagon","1310","Ontonagon",10569
"G2601330","1960","Michigan","260","Osceola","1330","Osceola",13529
"G2601350","1960","Michigan","260","Oscoda","1350","Oscoda",3446
"G2601370","1960","Michigan","260","Otsego","1370","Otsego",7520
"G2601390","1960","Michigan","260","Ottawa","1390","Ottawa",98346
"G2601410","1960","Michigan","260","Presque Isle","1410","Presque Isle",13103
"G2601430","1960","Michigan","260","Roscommon","1430","Roscommon",7190
"G2601450","1960","Michigan","260","Saginaw","1450","Saginaw",171734
"G2601470","1960","Michigan","260","St Clair","1470","St Clair",104554
"G2601490","1960","Michigan","260","St Joseph","1490","St Joseph",41663
"G2601510","1960","Michigan","260","Sanilac","1510","Sanilac",32299
"G2601530","1960","Michigan","260","Schoolcraft","1530","Schoolcraft",8885
"G2601550","1960","Michigan","260","Shiawassee","1550","Shiawassee",53361
"G2601570","1960","Michigan","260","Tuscola","1570","Tuscola",42942
"G2601590","1960","Michigan","260","Van Buren","1590","Van Buren",44914
"G2601610","1960","Michigan","260","Washtenaw","1610","Washtenaw",159343
"G2601630","1960","Michigan","260","Wayne","1630","Wayne",2130185
"G2601650","1960","Michigan","260","Wexford","1650","Wexford",18429
"G2700010","1960","Minnesota","270","Aitkin","0010","Aitkin",12085
"G2700030","1960","Minnesota","270","Anoka","0030","Anoka",85586
"G2700050","1960","Minnesota","270","Becker","0050","Becker",22716
"G2700070","1960","Minnesota","270","Beltrami","0070","Beltrami",20431
"G2700090","1960","Minnesota","270","Benton","0090","Benton",17268
"G2700110","1960","Minnesota","270","Big Stone","0110","Big Stone",8934
"G2700130","1960","Minnesota","270","Blue Earth","0130","Blue Earth",44308
"G2700150","1960","Minnesota","270","Brown","0150","Brown",27662
"G2700170","1960","Minnesota","270","Carlton","0170","Carlton",27385
"G2700190","1960","Minnesota","270","Carver","0190","Carver",21340
"G2700210","1960","Minnesota","270","Cass","0210","Cass",15148
"G2700230","1960","Minnesota","270","Chippewa","0230","Chippewa",16295
"G2700250","1960","Minnesota","270","Chisago","0250","Chisago",13392
"G2700270","1960","Minnesota","270","Clay","0270","Clay",39009
"G2700290","1960","Minnesota","270","Clearwater","0290","Clearwater",8544
"G2700310","1960","Minnesota","270","Cook","0310","Cook",3220
"G2700330","1960","Minnesota","270","Cottonwood","0330","Cottonwood",16164
"G2700350","1960","Minnesota","270","Crow Wing","0350","Crow Wing",32062
"G2700370","1960","Minnesota","270","Dakota","0370","Dakota",78126
"G2700390","1960","Minnesota","270","Dodge","0390","Dodge",13244
"G2700410","1960","Minnesota","270","Douglas","0410","Douglas",21298
"G2700430","1960","Minnesota","270","Faribault","0430","Faribault",23671
"G2700450","1960","Minnesota","270","Fillmore","0450","Fillmore",23752
"G2700470","1960","Minnesota","270","Freeborn","0470","Freeborn",37725
"G2700490","1960","Minnesota","270","Goodhue","0490","Goodhue",32850
"G2700510","1960","Minnesota","270","Grant","0510","Grant",8866
"G2700530","1960","Minnesota","270","Hennepin","0530","Hennepin",825986
"G2700550","1960","Minnesota","270","Houston","0550","Houston",16557
"G2700570","1960","Minnesota","270","Hubbard","0570","Hubbard",9860
"G2700590","1960","Minnesota","270","Isanti","0590","Isanti",13435
"G2700610","1960","Minnesota","270","Itasca","0610","Itasca",37200
"G2700630","1960","Minnesota","270","Jackson","0630","Jackson",15499
"G2700650","1960","Minnesota","270","Kanabec","0650","Kanabec",8996
"G2700670","1960","Minnesota","270","Kandiyohi","0670","Kandiyohi",29940
"G2700690","1960","Minnesota","270","Kittson","0690","Kittson",8326
"G2700710","1960","Minnesota","270","Koochiching","0710","Koochiching",17893
"G2700730","1960","Minnesota","270","Lac Qui Parle","0730","Lac Qui Parle",13329
"G2700750","1960","Minnesota","270","Lake","0750","Lake",13657
"G2700770","1960","Minnesota","270","Lake Of The Woods","0770","Lake Of The Woods",4271
"G2700790","1960","Minnesota","270","Le Sueur","0790","Le Sueur",19862
"G2700810","1960","Minnesota","270","Lincoln","0810","Lincoln",9646
"G2700830","1960","Minnesota","270","Lyon","0830","Lyon",22649
"G2700850","1960","Minnesota","270","McLeod","0850","Mcleod",24391
"G2700870","1960","Minnesota","270","Mahnomen","0870","Mahnomen",5549
"G2700890","1960","Minnesota","270","Marshall","0890","Marshall",14243
"G2700910","1960","Minnesota","270","Martin","0910","Martin",26963
"G2700930","1960","Minnesota","270","Meeker","0930","Meeker",18884
"G2700950","1960","Minnesota","270","Mille Lacs","0950","Mille Lacs",14168
"G2700970","1960","Minnesota","270","Morrison","0970","Morrison",26627
"G2700990","1960","Minnesota","270","Mower","0990","Mower",48464
"G2701010","1960","Minnesota","270","Murray","1010","Murray",14714
"G2701030","1960","Minnesota","270","Nicollet","1030","Nicollet",23121
"G2701050","1960","Minnesota","270","Nobles","1050","Nobles",23345
"G2701070","1960","Minnesota","270","Norman","1070","Norman",11232
"G2701090","1960","Minnesota","270","Olmsted","1090","Olmsted",65291
"G2701110","1960","Minnesota","270","Otter Tail","1110","Otter Tail",48853
"G2701130","1960","Minnesota","270","Pennington","1130","Pennington",12423
"G2701150","1960","Minnesota","270","Pine","1150","Pine",16585
"G2701170","1960","Minnesota","270","Pipestone","1170","Pipestone",13547
"G2701190","1960","Minnesota","270","Polk","1190","Polk",36078
"G2701210","1960","Minnesota","270","Pope","1210","Pope",11909
"G2701230","1960","Minnesota","270","Ramsey","1230","Ramsey",412772
"G2701250","1960","Minnesota","270","Red Lake","1250","Red Lake",5828
"G2701270","1960","Minnesota","270","Redwood","1270","Redwood",21579
"G2701290","1960","Minnesota","270","Renville","1290","Renville",23225
"G2701310","1960","Minnesota","270","Rice","1310","Rice",38892
"G2701330","1960","Minnesota","270","Rock","1330","Rock",11863
"G2701350","1960","Minnesota","270","Roseau","1350","Roseau",12064
"G2701370","1960","Minnesota","270","St Louis","1370","St Louis",229460
"G2701390","1960","Minnesota","270","Scott","1390","Scott",21884
"G2701410","1960","Minnesota","270","Sherburne","1410","Sherburne",12682
"G2701430","1960","Minnesota","270","Sibley","1430","Sibley",16223
"G2701450","1960","Minnesota","270","Stearns","1450","Stearns",80146
"G2701470","1960","Minnesota","270","Steele","1470","Steele",25005
"G2701490","1960","Minnesota","270","Stevens","1490","Stevens",11259
"G2701510","1960","Minnesota","270","Swift","1510","Swift",14934
"G2701530","1960","Minnesota","270","Todd","1530","Todd",23106
"G2701550","1960","Minnesota","270","Traverse","1550","Traverse",7495
"G2701570","1960","Minnesota","270","Wabasha","1570","Wabasha",16997
"G2701590","1960","Minnesota","270","Wadena","1590","Wadena",12171
"G2701610","1960","Minnesota","270","Waseca","1610","Waseca",16035
"G2701630","1960","Minnesota","270","Washington","1630","Washington",52156
"G2701650","1960","Minnesota","270","Watonwan","1650","Watonwan",14453
"G2701670","1960","Minnesota","270","Wilkin","1670","Wilkin",10598
"G2701690","1960","Minnesota","270","Winona","1690","Winona",40887
"G2701710","1960","Minnesota","270","Wright","1710","Wright",29902
"G2701730","1960","Minnesota","270","Yellow Medicine","1730","Yellow Medicine",15413
"G2800010","1960","Mississippi","280","Adams","0010","Adams",19035
"G2800030","1960","Mississippi","280","Alcorn","0030","Alcorn",21949
"G2800050","1960","Mississippi","280","Amite","0050","Amite",7130
"G2800070","1960","Mississippi","280","Attala","0070","Attala",11789
"G2800090","1960","Mississippi","280","Benton","0090","Benton",4114
"G2800110","1960","Mississippi","280","Bolivar","0110","Bolivar",17521
"G2800130","1960","Mississippi","280","Calhoun","0130","Calhoun",11595
"G2800150","1960","Mississippi","280","Carroll","0150","Carroll",4677
"G2800170","1960","Mississippi","280","Chickasaw","0170","Chickasaw",10380
"G2800190","1960","Mississippi","280","Choctaw","0190","Choctaw",5903
"G2800210","1960","Mississippi","280","Claiborne","0210","Claiborne",2600
