GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A7L001
"G2400450","1920","Maryland","240","Wicomico","0450","Wicomico",28165
"G2400470","1920","Maryland","240","Worcester","0470","Worcester",22309
"G2405100","1920","Maryland","240","Baltimore City","5100","Baltimore City",733826
"G2500010","1920","Massachusetts","250","Barnstable","0010","Barnstable",26670
"G2500030","1920","Massachusetts","250","Berkshire","0030","Berkshire",113033
"G2500050","1920","Massachusetts","250","Bristol","0050","Bristol",359005
"G2500070","1920","Massachusetts","250","Dukes","0070","Dukes",4372
"G2500090","1920","Massachusetts","250","Essex","0090","Essex",482156
"G2500110","1920","Massachusetts","250","Franklin","0110","Franklin",49361
"G2500130","1920","Massachusetts","250","Hampden","0130","Hampden",300305
"G2500150","1920","Massachusetts","250","Hampshire","0150","Hampshire",69599
"G2500170","1920","Massachusetts","250","Middlesex","0170","Middlesex",778352
"G2500190","1920","Massachusetts","250","Nantucket","0190","Nantucket",2797
"G2500210","1920","Massachusetts","250","Norfolk","0210","Norfolk",219081
"G2500230","1920","Massachusetts","250","Plymouth","0230","Plymouth",156968
"G2500250","1920","Massachusetts","250","Suffolk","0250","Suffolk",835522
"G2500270","1920","Massachusetts","250","Worcester","0270","Worcester",455135
"G2600010","1920","Michigan","260","Alcona","0010","Alcona",5912
"G2600030","1920","Michigan","260","Alger","0030","Alger",9983
"G2600050","1920","Michigan","260","Allegan","0050","Allegan",37540
"G2600070","1920","Michigan","260","Alpena","0070","Alpena",17869
"G2600090","1920","Michigan","260","Antrim","0090","Antrim",11543
"G2600110","1920","Michigan","260","Arenac","0110","Arenac",9460
"G2600130","1920","Michigan","260","Baraga","0130","Baraga",7662
"G2600150","1920","Michigan","260","Barry","0150","Barry",21383
"G2600170","1920","Michigan","260","Bay","0170","Bay",69548
"G2600190","1920","Michigan","260","Benzie","0190","Benzie",6947
"G2600210","1920","Michigan","260","Berrien","0210","Berrien",62653
"G2600230","1920","Michigan","260","Branch","0230","Branch",23997
"G2600250","1920","Michigan","260","Calhoun","0250","Calhoun",72918
"G2600270","1920","Michigan","260","Cass","0270","Cass",20395
"G2600290","1920","Michigan","260","Charlevoix","0290","Charlevoix",15788
"G2600310","1920","Michigan","260","Cheboygan","0310","Cheboygan",13991
"G2600330","1920","Michigan","260","Chippewa","0330","Chippewa",24818
"G2600350","1920","Michigan","260","Clare","0350","Clare",8250
"G2600370","1920","Michigan","260","Clinton","0370","Clinton",23110
"G2600390","1920","Michigan","260","Crawford","0390","Crawford",4049
"G2600410","1920","Michigan","260","Delta","0410","Delta",30909
"G2600430","1920","Michigan","260","Dickinson","0430","Dickinson",19456
"G2600450","1920","Michigan","260","Eaton","0450","Eaton",29377
"G2600470","1920","Michigan","260","Emmet","0470","Emmet",15639
"G2600490","1920","Michigan","260","Genesee","0490","Genesee",125668
"G2600510","1920","Michigan","260","Gladwin","0510","Gladwin",8827
"G2600530","1920","Michigan","260","Gogebic","0530","Gogebic",33225
"G2600550","1920","Michigan","260","Grand Traverse","0550","Grand Traverse",19518
"G2600570","1920","Michigan","260","Gratiot","0570","Gratiot",33914
"G2600590","1920","Michigan","260","Hillsdale","0590","Hillsdale",28161
"G2600610","1920","Michigan","260","Houghton","0610","Houghton",71930
"G2600630","1920","Michigan","260","Huron","0630","Huron",32786
"G2600650","1920","Michigan","260","Ingham","0650","Ingham",81554
"G2600670","1920","Michigan","260","Ionia","0670","Ionia",33087
"G2600690","1920","Michigan","260","Iosco","0690","Iosco",8199
"G2600710","1920","Michigan","260","Iron","0710","Iron",22107
"G2600730","1920","Michigan","260","Isabella","0730","Isabella",22610
"G2600750","1920","Michigan","260","Jackson","0750","Jackson",72539
"G2600770","1920","Michigan","260","Kalamazoo","0770","Kalamazoo",71225
"G2600790","1920","Michigan","260","Kalkaska","0790","Kalkaska",5577
"G2600810","1920","Michigan","260","Kent","0810","Kent",183041
"G2600830","1920","Michigan","260","Keweenaw","0830","Keweenaw",6322
"G2600850","1920","Michigan","260","Lake","0850","Lake",4437
"G2600870","1920","Michigan","260","Lapeer","0870","Lapeer",25782
"G2600890","1920","Michigan","260","Leelanau","0890","Leelanau",9061
"G2600910","1920","Michigan","260","Lenawee","0910","Lenawee",47767
"G2600930","1920","Michigan","260","Livingston","0930","Livingston",17522
"G2600950","1920","Michigan","260","Luce","0950","Luce",6149
"G2600970","1920","Michigan","260","Mackinac","0970","Mackinac",8026
"G2600990","1920","Michigan","260","Macomb","0990","Macomb",38103
"G2601010","1920","Michigan","260","Manistee","1010","Manistee",20899
"G2601030","1920","Michigan","260","Marquette","1030","Marquette",45786
"G2601050","1920","Michigan","260","Mason","1050","Mason",19831
"G2601070","1920","Michigan","260","Mecosta","1070","Mecosta",17765
"G2601090","1920","Michigan","260","Menominee","1090","Menominee",23778
"G2601110","1920","Michigan","260","Midland","1110","Midland",17237
"G2601130","1920","Michigan","260","Missaukee","1130","Missaukee",9004
"G2601150","1920","Michigan","260","Monroe","1150","Monroe",37115
"G2601170","1920","Michigan","260","Montcalm","1170","Montcalm",30441
"G2601190","1920","Michigan","260","Montmorency","1190","Montmorency",4089
"G2601210","1920","Michigan","260","Muskegon","1210","Muskegon",62362
"G2601230","1920","Michigan","260","Newaygo","1230","Newaygo",17378
"G2601250","1920","Michigan","260","Oakland","1250","Oakland",90050
"G2601270","1920","Michigan","260","Oceana","1270","Oceana",15601
"G2601290","1920","Michigan","260","Ogemaw","1290","Ogemaw",7786
"G2601310","1920","Michigan","260","Ontonagon","1310","Ontonagon",12428
"G2601330","1920","Michigan","260","Osceola","1330","Osceola",15221
"G2601350","1920","Michigan","260","Oscoda","1350","Oscoda",1783
"G2601370","1920","Michigan","260","Otsego","1370","Otsego",6043
"G2601390","1920","Michigan","260","Ottawa","1390","Ottawa",47660
"G2601410","1920","Michigan","260","Presque Isle","1410","Presque Isle",12131
"G2601430","1920","Michigan","260","Roscommon","1430","Roscommon",2032
"G2601450","1920","Michigan","260","Saginaw","1450","Saginaw",100286
"G2601470","1920","Michigan","260","St Clair","1470","St Clair",58009
"G2601490","1920","Michigan","260","St Joseph","1490","St Joseph",26818
"G2601510","1920","Michigan","260","Sanilac","1510","Sanilac",31237
"G2601530","1920","Michigan","260","Schoolcraft","1530","Schoolcraft",9977
"G2601550","1920","Michigan","260","Shiawassee","1550","Shiawassee",35924
"G2601570","1920","Michigan","260","Tuscola","1570","Tuscola",33320
"G2601590","1920","Michigan","260","Van Buren","1590","Van Buren",30715
"G2601610","1920","Michigan","260","Washtenaw","1610","Washtenaw",49520
"G2601630","1920","Michigan","260","Wayne","1630","Wayne",1177645
"G2601650","1920","Michigan","260","Wexford","1650","Wexford",18207
"G2700010","1920","Minnesota","270","Aitkin","0010","Aitkin",15043
"G2700030","1920","Minnesota","270","Anoka","0030","Anoka",15626
"G2700050","1920","Minnesota","270","Becker","0050","Becker",22851
"G2700070","1920","Minnesota","270","Beltrami","0070","Beltrami",27079
"G2700090","1920","Minnesota","270","Benton","0090","Benton",14073
"G2700110","1920","Minnesota","270","Big Stone","0110","Big Stone",9766
"G2700130","1920","Minnesota","270","Blue Earth","0130","Blue Earth",31477
"G2700150","1920","Minnesota","270","Brown","0150","Brown",22421
"G2700170","1920","Minnesota","270","Carlton","0170","Carlton",19391
"G2700190","1920","Minnesota","270","Carver","0190","Carver",16946
"G2700210","1920","Minnesota","270","Cass","0210","Cass",15897
"G2700230","1920","Minnesota","270","Chippewa","0230","Chippewa",15720
"G2700250","1920","Minnesota","270","Chisago","0250","Chisago",14445
"G2700270","1920","Minnesota","270","Clay","0270","Clay",21780
"G2700290","1920","Minnesota","270","Clearwater","0290","Clearwater",8569
"G2700310","1920","Minnesota","270","Cook","0310","Cook",1841
"G2700330","1920","Minnesota","270","Cottonwood","0330","Cottonwood",14570
"G2700350","1920","Minnesota","270","Crow Wing","0350","Crow Wing",24566
"G2700370","1920","Minnesota","270","Dakota","0370","Dakota",28967
"G2700390","1920","Minnesota","270","Dodge","0390","Dodge",12552
"G2700410","1920","Minnesota","270","Douglas","0410","Douglas",19039
"G2700430","1920","Minnesota","270","Faribault","0430","Faribault",20998
"G2700450","1920","Minnesota","270","Fillmore","0450","Fillmore",25330
"G2700470","1920","Minnesota","270","Freeborn","0470","Freeborn",24692
"G2700490","1920","Minnesota","270","Goodhue","0490","Goodhue",30799
"G2700510","1920","Minnesota","270","Grant","0510","Grant",9788
"G2700530","1920","Minnesota","270","Hennepin","0530","Hennepin",415419
"G2700550","1920","Minnesota","270","Houston","0550","Houston",14013
"G2700570","1920","Minnesota","270","Hubbard","0570","Hubbard",10136
"G2700590","1920","Minnesota","270","Isanti","0590","Isanti",13278
"G2700610","1920","Minnesota","270","Itasca","0610","Itasca",23876
"G2700630","1920","Minnesota","270","Jackson","0630","Jackson",15955
"G2700650","1920","Minnesota","270","Kanabec","0650","Kanabec",9086
"G2700670","1920","Minnesota","270","Kandiyohi","0670","Kandiyohi",22060
"G2700690","1920","Minnesota","270","Kittson","0690","Kittson",10638
"G2700710","1920","Minnesota","270","Koochiching","0710","Koochiching",13520
"G2700730","1920","Minnesota","270","Lac Qui Parle","0730","Lac Qui Parle",15554
"G2700750","1920","Minnesota","270","Lake","0750","Lake",8251
"G2700790","1920","Minnesota","270","Le Sueur","0790","Le Sueur",17870
"G2700810","1920","Minnesota","270","Lincoln","0810","Lincoln",11268
"G2700830","1920","Minnesota","270","Lyon","0830","Lyon",18837
"G2700850","1920","Minnesota","270","McLeod","0850","Mcleod",20444
"G2700870","1920","Minnesota","270","Mahnomen","0870","Mahnomen",6197
"G2700890","1920","Minnesota","270","Marshall","0890","Marshall",19443
"G2700910","1920","Minnesota","270","Martin","0910","Martin",21085
"G2700930","1920","Minnesota","270","Meeker","0930","Meeker",18103
"G2700950","1920","Minnesota","270","Mille Lacs","0950","Mille Lacs",14180
"G2700970","1920","Minnesota","270","Morrison","0970","Morrison",25841
"G2700990","1920","Minnesota","270","Mower","0990","Mower",25993
"G2701010","1920","Minnesota","270","Murray","1010","Murray",13631
"G2701030","1920","Minnesota","270","Nicollet","1030","Nicollet",15036
"G2701050","1920","Minnesota","270","Nobles","1050","Nobles",17917
"G2701070","1920","Minnesota","270","Norman","1070","Norman",14880
"G2701090","1920","Minnesota","270","Olmsted","1090","Olmsted",28014
"G2701110","1920","Minnesota","270","Otter Tail","1110","Otter Tail",50818
"G2701130","1920","Minnesota","270","Pennington","1130","Pennington",12091
"G2701150","1920","Minnesota","270","Pine","1150","Pine",21117
"G2701170","1920","Minnesota","270","Pipestone","1170","Pipestone",12050
"G2701190","1920","Minnesota","270","Polk","1190","Polk",37090
"G2701210","1920","Minnesota","270","Pope","1210","Pope",13631
"G2701230","1920","Minnesota","270","Ramsey","1230","Ramsey",244554
"G2701250","1920","Minnesota","270","Red Lake","1250","Red Lake",7263
"G2701270","1920","Minnesota","270","Redwood","1270","Redwood",20908
"G2701290","1920","Minnesota","270","Renville","1290","Renville",23634
"G2701310","1920","Minnesota","270","Rice","1310","Rice",28307
"G2701330","1920","Minnesota","270","Rock","1330","Rock",10965
"G2701350","1920","Minnesota","270","Roseau","1350","Roseau",13305
"G2701370","1920","Minnesota","270","St Louis","1370","St Louis",206391
"G2701390","1920","Minnesota","270","Scott","1390","Scott",14245
"G2701410","1920","Minnesota","270","Sherburne","1410","Sherburne",9651
"G2701430","1920","Minnesota","270","Sibley","1430","Sibley",15635
"G2701450","1920","Minnesota","270","Stearns","1450","Stearns",55741
"G2701470","1920","Minnesota","270","Steele","1470","Steele",18061
"G2701490","1920","Minnesota","270","Stevens","1490","Stevens",9778
"G2701510","1920","Minnesota","270","Swift","1510","Swift",15093
"G2701530","1920","Minnesota","270","Todd","1530","Todd",26059
"G2701550","1920","Minnesota","270","Traverse","1550","Traverse",7943
"G2701570","1920","Minnesota","270","Wabasha","1570","Wabasha",17919
"G2701590","1920","Minnesota","270","Wadena","1590","Wadena",10699
"G2701610","1920","Minnesota","270","Waseca","1610","Waseca",14133
"G2701630","1920","Minnesota","270","Washington","1630","Washington",23761
"G2701650","1920","Minnesota","270","Watonwan","1650","Watonwan",12457
"G2701670","1920","Minnesota","270","Wilkin","1670","Wilkin",10187
"G2701690","1920","Minnesota","270","Winona","1690","Winona",33653
"G2701710","1920","Minnesota","270","Wright","1710","Wright",28685
"G2701730","1920","Minnesota","270","Yellow Medicine","1730","Yellow Medicine",16550
"G2800010","1920","Mississippi","280","Adams","0010","Adams",22183
"G2800030","1920","Mississippi","280","Alcorn","0030","Alcorn",21369
"G2800050","1920","Mississippi","280","Amite","0050","Amite",18960
"G2800070","1920","Mississippi","280","Attala","0070","Attala",24831
"G2800090","1920","Mississippi","280","Benton","0090","Benton",9851
"G2800110","1920","Mississippi","280","Bolivar","0110","Bolivar",57669
"G2800130","1920","Mississippi","280","Calhoun","0130","Calhoun",16823
"G2800150","1920","Mississippi","280","Carroll","0150","Carroll",20324
"G2800170","1920","Mississippi","280","Chickasaw","0170","Chickasaw",22212
"G2800190","1920","Mississippi","280","Choctaw","0190","Choctaw",12491
"G2800210","1920","Mississippi","280","Claiborne","0210","Claiborne",13019
"G2800230","1920","Mississippi","280","Clarke","0230","Clarke",17927
"G2800250","1920","Mississippi","280","Clay","0250","Clay",17490
"G2800270","1920","Mississippi","280","Coahoma","0270","Coahoma",41511
"G2800290","1920","Mississippi","280","Copiah","0290","Copiah",28672
"G2800310","1920","Mississippi","280","Covington","0310","Covington",14869
"G2800330","1920","Mississippi","280","De Soto","0330","De Soto",24359
"G2800350","1920","Mississippi","280","Forrest","0350","Forrest",21238
"G2800370","1920","Mississippi","280","Franklin","0370","Franklin",14156
"G2800390","1920","Mississippi","280","George","0390","George",5564
"G2800410","1920","Mississippi","280","Greene","0410","Greene",10430
"G2800430","1920","Mississippi","280","Grenada","0430","Grenada",13607
"G2800450","1920","Mississippi","280","Hancock","0450","Hancock",10380
"G2800470","1920","Mississippi","280","Harrison","0470","Harrison",32855
"G2800490","1920","Mississippi","280","Hinds","0490","Hinds",57110
"G2800510","1920","Mississippi","280","Holmes","0510","Holmes",34513
"G2800530","1920","Mississippi","280","Humphreys","0530","Humphreys",19192
"G2800550","1920","Mississippi","280","Issaquena","0550","Issaquena",7618
"G2800570","1920","Mississippi","280","Itawamba","0570","Itawamba",15647
"G2800590","1920","Mississippi","280","Jackson","0590","Jackson",19208
"G2800610","1920","Mississippi","280","Jasper","0610","Jasper",18508
"G2800630","1920","Mississippi","280","Jefferson","0630","Jefferson",15946
"G2800650","1920","Mississippi","280","Jefferson Davis","0650","Jefferson Davis",12755
"G2800670","1920","Mississippi","280","Jones","0670","Jones",32919
"G2800690","1920","Mississippi","280","Kemper","0690","Kemper",19619
"G2800710","1920","Mississippi","280","Lafayette","0710","Lafayette",19243
"G2800730","1920","Mississippi","280","Lamar","0730","Lamar",12869
"G2800750","1920","Mississippi","280","Lauderdale","0750","Lauderdale",45897
"G2800770","1920","Mississippi","280","Lawrence","0770","Lawrence",12663
"G2800790","1920","Mississippi","280","Leake","0790","Leake",16973
"G2800810","1920","Mississippi","280","Lee","0810","Lee",29618
"G2800830","1920","Mississippi","280","Leflore","0830","Leflore",37256
"G2800850","1920","Mississippi","280","Lincoln","0850","Lincoln",24652
"G2800870","1920","Mississippi","280","Lowndes","0870","Lowndes",27632
"G2800890","1920","Mississippi","280","Madison","0890","Madison",29292
"G2800910","1920","Mississippi","280","Marion","0910","Marion",17144
"G2800930","1920","Mississippi","280","Marshall","0930","Marshall",26105
"G2800950","1920","Mississippi","280","Monroe","0950","Monroe",32613
"G2800970","1920","Mississippi","280","Montgomery","0970","Montgomery",13805
"G2800990","1920","Mississippi","280","Neshoba","0990","Neshoba",19303
"G2801010","1920","Mississippi","280","Newton","1010","Newton",20727
"G2801030","1920","Mississippi","280","Noxubee","1030","Noxubee",23710
