GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BFQ001
"G2300110","1930","Maine","230","Kennebec","0110","Kennebec",70607
"G2300130","1930","Maine","230","Knox","0130","Knox",27610
"G2300150","1930","Maine","230","Lincoln","0150","Lincoln",15492
"G2300170","1930","Maine","230","Oxford","0170","Oxford",41446
"G2300190","1930","Maine","230","Penobscot","0190","Penobscot",91706
"G2300210","1930","Maine","230","Piscataquis","0210","Piscataquis",18203
"G2300230","1930","Maine","230","Sagadahoc","0230","Sagadahoc",16861
"G2300250","1930","Maine","230","Somerset","0250","Somerset",39068
"G2300270","1930","Maine","230","Waldo","0270","Waldo",20266
"G2300290","1930","Maine","230","Washington","0290","Washington",37357
"G2300310","1930","Maine","230","York","0310","York",72873
"G2400010","1930","Maryland","240","Allegany","0010","Allegany",77642
"G2400030","1930","Maryland","240","Anne Arundel","0030","Anne Arundel",40040
"G2400050","1930","Maryland","240","Baltimore","0050","Baltimore",112773
"G2400090","1930","Maryland","240","Calvert","0090","Calvert",5009
"G2400110","1930","Maryland","240","Caroline","0110","Caroline",13710
"G2400130","1930","Maryland","240","Carroll","0130","Carroll",34215
"G2400150","1930","Maryland","240","Cecil","0150","Cecil",23223
"G2400170","1930","Maryland","240","Charles","0170","Charles",8674
"G2400190","1930","Maryland","240","Dorchester","0190","Dorchester",18981
"G2400210","1930","Maryland","240","Frederick","0210","Frederick",49724
"G2400230","1930","Maryland","240","Garrett","0230","Garrett",19882
"G2400250","1930","Maryland","240","Harford","0250","Harford",27575
"G2400270","1930","Maryland","240","Howard","0270","Howard",12896
"G2400290","1930","Maryland","240","Kent","0290","Kent",9804
"G2400310","1930","Maryland","240","Montgomery","0310","Montgomery",40916
"G2400330","1930","Maryland","240","Prince Georges","0330","Prince Georges",46048
"G2400350","1930","Maryland","240","Queen Anne's","0350","Queen Anne's",10191
"G2400370","1930","Maryland","240","St Mary's","0370","St Mary's",9597
"G2400390","1930","Maryland","240","Somerset","0390","Somerset",15271
"G2400410","1930","Maryland","240","Talbot","0410","Talbot",12627
"G2400430","1930","Maryland","240","Washington","0430","Washington",63865
"G2400450","1930","Maryland","240","Wicomico","0450","Wicomico",24471
"G2400470","1930","Maryland","240","Worcester","0470","Worcester",14912
"G2405100","1930","Maryland","240","Baltimore City","5100","Baltimore City",662124
"G2500010","1930","Massachusetts","250","Barnstable","0010","Barnstable",30297
"G2500030","1930","Massachusetts","250","Berkshire","0030","Berkshire",119562
"G2500050","1930","Massachusetts","250","Bristol","0050","Bristol",359164
"G2500070","1930","Massachusetts","250","Dukes","0070","Dukes",4573
"G2500090","1930","Massachusetts","250","Essex","0090","Essex",495842
"G2500110","1930","Massachusetts","250","Franklin","0110","Franklin",49481
"G2500130","1930","Massachusetts","250","Hampden","0130","Hampden",331722
"G2500150","1930","Massachusetts","250","Hampshire","0150","Hampshire",72518
"G2500170","1930","Massachusetts","250","Middlesex","0170","Middlesex",924322
"G2500190","1930","Massachusetts","250","Nantucket","0190","Nantucket",3397
"G2500210","1930","Massachusetts","250","Norfolk","0210","Norfolk",298232
"G2500230","1930","Massachusetts","250","Plymouth","0230","Plymouth",158230
"G2500250","1930","Massachusetts","250","Suffolk","0250","Suffolk",856594
"G2500270","1930","Massachusetts","250","Worcester","0270","Worcester",488992
"G2600010","1930","Michigan","260","Alcona","0010","Alcona",4943
"G2600030","1930","Michigan","260","Alger","0030","Alger",9308
"G2600050","1930","Michigan","260","Allegan","0050","Allegan",38674
"G2600070","1930","Michigan","260","Alpena","0070","Alpena",18534
"G2600090","1930","Michigan","260","Antrim","0090","Antrim",9875
"G2600110","1930","Michigan","260","Arenac","0110","Arenac",7900
"G2600130","1930","Michigan","260","Baraga","0130","Baraga",8674
"G2600150","1930","Michigan","260","Barry","0150","Barry",20900
"G2600170","1930","Michigan","260","Bay","0170","Bay",69047
"G2600190","1930","Michigan","260","Benzie","0190","Benzie",6492
"G2600210","1930","Michigan","260","Berrien","0210","Berrien",79111
"G2600230","1930","Michigan","260","Branch","0230","Branch",23887
"G2600250","1930","Michigan","260","Calhoun","0250","Calhoun",83988
"G2600270","1930","Michigan","260","Cass","0270","Cass",19648
"G2600290","1930","Michigan","260","Charlevoix","0290","Charlevoix",11689
"G2600310","1930","Michigan","260","Cheboygan","0310","Cheboygan",11380
"G2600330","1930","Michigan","260","Chippewa","0330","Chippewa",24293
"G2600350","1930","Michigan","260","Clare","0350","Clare",7016
"G2600370","1930","Michigan","260","Clinton","0370","Clinton",24142
"G2600390","1930","Michigan","260","Crawford","0390","Crawford",3070
"G2600410","1930","Michigan","260","Delta","0410","Delta",31990
"G2600430","1930","Michigan","260","Dickinson","0430","Dickinson",29916
"G2600450","1930","Michigan","260","Eaton","0450","Eaton",31651
"G2600470","1930","Michigan","260","Emmet","0470","Emmet",14345
"G2600490","1930","Michigan","260","Genesee","0490","Genesee",205035
"G2600510","1930","Michigan","260","Gladwin","0510","Gladwin",7409
"G2600530","1930","Michigan","260","Gogebic","0530","Gogebic",31465
"G2600550","1930","Michigan","260","Grand Traverse","0550","Grand Traverse",19894
"G2600570","1930","Michigan","260","Gratiot","0570","Gratiot",30015
"G2600590","1930","Michigan","260","Hillsdale","0590","Hillsdale",27387
"G2600610","1930","Michigan","260","Houghton","0610","Houghton",52746
"G2600630","1930","Michigan","260","Huron","0630","Huron",30895
"G2600650","1930","Michigan","260","Ingham","0650","Ingham",115021
"G2600670","1930","Michigan","260","Ionia","0670","Ionia",34710
"G2600690","1930","Michigan","260","Iosco","0690","Iosco",7467
"G2600710","1930","Michigan","260","Iron","0710","Iron",20796
"G2600730","1930","Michigan","260","Isabella","0730","Isabella",20421
"G2600750","1930","Michigan","260","Jackson","0750","Jackson",89610
"G2600770","1930","Michigan","260","Kalamazoo","0770","Kalamazoo",90256
"G2600790","1930","Michigan","260","Kalkaska","0790","Kalkaska",3789
"G2600810","1930","Michigan","260","Kent","0810","Kent",237250
"G2600830","1930","Michigan","260","Keweenaw","0830","Keweenaw",5076
"G2600850","1930","Michigan","260","Lake","0850","Lake",3653
"G2600870","1930","Michigan","260","Lapeer","0870","Lapeer",28193
"G2600890","1930","Michigan","260","Leelanau","0890","Leelanau",7902
"G2600910","1930","Michigan","260","Lenawee","0910","Lenawee",49565
"G2600930","1930","Michigan","260","Livingston","0930","Livingston",19174
"G2600950","1930","Michigan","260","Luce","0950","Luce",6440
"G2600970","1930","Michigan","260","Mackinac","0970","Mackinac",8406
"G2600990","1930","Michigan","260","Macomb","0990","Macomb",75556
"G2601010","1930","Michigan","260","Manistee","1010","Manistee",17257
"G2601030","1930","Michigan","260","Marquette","1030","Marquette",43819
"G2601050","1930","Michigan","260","Mason","1050","Mason",18588
"G2601070","1930","Michigan","260","Mecosta","1070","Mecosta",15523
"G2601090","1930","Michigan","260","Menominee","1090","Menominee",23520
"G2601110","1930","Michigan","260","Midland","1110","Midland",19050
"G2601130","1930","Michigan","260","Missaukee","1130","Missaukee",6950
"G2601150","1930","Michigan","260","Monroe","1150","Monroe",51926
"G2601170","1930","Michigan","260","Montcalm","1170","Montcalm",27356
"G2601190","1930","Michigan","260","Montmorency","1190","Montmorency",2811
"G2601210","1930","Michigan","260","Muskegon","1210","Muskegon",83006
"G2601230","1930","Michigan","260","Newaygo","1230","Newaygo",16896
"G2601250","1930","Michigan","260","Oakland","1250","Oakland",205904
"G2601270","1930","Michigan","260","Oceana","1270","Oceana",13648
"G2601290","1930","Michigan","260","Ogemaw","1290","Ogemaw",6594
"G2601310","1930","Michigan","260","Ontonagon","1310","Ontonagon",11107
"G2601330","1930","Michigan","260","Osceola","1330","Osceola",12780
"G2601350","1930","Michigan","260","Oscoda","1350","Oscoda",1728
"G2601370","1930","Michigan","260","Otsego","1370","Otsego",5436
"G2601390","1930","Michigan","260","Ottawa","1390","Ottawa",54735
"G2601410","1930","Michigan","260","Presque Isle","1410","Presque Isle",11328
"G2601430","1930","Michigan","260","Roscommon","1430","Roscommon",2053
"G2601450","1930","Michigan","260","Saginaw","1450","Saginaw",115379
"G2601470","1930","Michigan","260","St Clair","1470","St Clair",65828
"G2601490","1930","Michigan","260","St Joseph","1490","St Joseph",30462
"G2601510","1930","Michigan","260","Sanilac","1510","Sanilac",27716
"G2601530","1930","Michigan","260","Schoolcraft","1530","Schoolcraft",8370
"G2601550","1930","Michigan","260","Shiawassee","1550","Shiawassee",39435
"G2601570","1930","Michigan","260","Tuscola","1570","Tuscola",32728
"G2601590","1930","Michigan","260","Van Buren","1590","Van Buren",32102
"G2601610","1930","Michigan","260","Washtenaw","1610","Washtenaw",62843
"G2601630","1930","Michigan","260","Wayne","1630","Wayne",1747909
"G2601650","1930","Michigan","260","Wexford","1650","Wexford",16780
"G2700010","1930","Minnesota","270","Aitkin","0010","Aitkin",14895
"G2700030","1930","Minnesota","270","Anoka","0030","Anoka",18366
"G2700050","1930","Minnesota","270","Becker","0050","Becker",20621
"G2700070","1930","Minnesota","270","Beltrami","0070","Beltrami",18717
"G2700090","1930","Minnesota","270","Benton","0090","Benton",15051
"G2700110","1930","Minnesota","270","Big Stone","0110","Big Stone",9832
"G2700130","1930","Minnesota","270","Blue Earth","0130","Blue Earth",33481
"G2700150","1930","Minnesota","270","Brown","0150","Brown",23417
"G2700170","1930","Minnesota","270","Carlton","0170","Carlton",20746
"G2700190","1930","Minnesota","270","Carver","0190","Carver",16876
"G2700210","1930","Minnesota","270","Cass","0210","Cass",14268
"G2700230","1930","Minnesota","270","Chippewa","0230","Chippewa",15750
"G2700250","1930","Minnesota","270","Chisago","0250","Chisago",13181
"G2700270","1930","Minnesota","270","Clay","0270","Clay",23005
"G2700290","1930","Minnesota","270","Clearwater","0290","Clearwater",9084
"G2700310","1930","Minnesota","270","Cook","0310","Cook",2229
"G2700330","1930","Minnesota","270","Cottonwood","0330","Cottonwood",14777
"G2700350","1930","Minnesota","270","Crow Wing","0350","Crow Wing",25586
"G2700370","1930","Minnesota","270","Dakota","0370","Dakota",34403
"G2700390","1930","Minnesota","270","Dodge","0390","Dodge",12117
"G2700410","1930","Minnesota","270","Douglas","0410","Douglas",18789
"G2700430","1930","Minnesota","270","Faribault","0430","Faribault",21343
"G2700450","1930","Minnesota","270","Fillmore","0450","Fillmore",24748
"G2700470","1930","Minnesota","270","Freeborn","0470","Freeborn",28557
"G2700490","1930","Minnesota","270","Goodhue","0490","Goodhue",31198
"G2700510","1930","Minnesota","270","Grant","0510","Grant",9556
"G2700530","1930","Minnesota","270","Hennepin","0530","Hennepin",512757
"G2700550","1930","Minnesota","270","Houston","0550","Houston",13820
"G2700570","1930","Minnesota","270","Hubbard","0570","Hubbard",9580
"G2700590","1930","Minnesota","270","Isanti","0590","Isanti",12079
"G2700610","1930","Minnesota","270","Itasca","0610","Itasca",26729
"G2700630","1930","Minnesota","270","Jackson","0630","Jackson",15771
"G2700650","1930","Minnesota","270","Kanabec","0650","Kanabec",8558
"G2700670","1930","Minnesota","270","Kandiyohi","0670","Kandiyohi",23476
"G2700690","1930","Minnesota","270","Kittson","0690","Kittson",9653
"G2700710","1930","Minnesota","270","Koochiching","0710","Koochiching",13894
"G2700730","1930","Minnesota","270","Lac Qui Parle","0730","Lac Qui Parle",15396
"G2700750","1930","Minnesota","270","Lake","0750","Lake",7059
"G2700770","1930","Minnesota","270","Lake Of The Woods","0770","Lake Of The Woods",4186
"G2700790","1930","Minnesota","270","Le Sueur","0790","Le Sueur",17972
"G2700810","1930","Minnesota","270","Lincoln","0810","Lincoln",11302
"G2700830","1930","Minnesota","270","Lyon","0830","Lyon",19325
"G2700850","1930","Minnesota","270","McLeod","0850","Mcleod",20502
"G2700870","1930","Minnesota","270","Mahnomen","0870","Mahnomen",4541
"G2700890","1930","Minnesota","270","Marshall","0890","Marshall",16914
"G2700910","1930","Minnesota","270","Martin","0910","Martin",22150
"G2700930","1930","Minnesota","270","Meeker","0930","Meeker",17863
"G2700950","1930","Minnesota","270","Mille Lacs","0950","Mille Lacs",13774
"G2700970","1930","Minnesota","270","Morrison","0970","Morrison",25413
"G2700990","1930","Minnesota","270","Mower","0990","Mower",28046
"G2701010","1930","Minnesota","270","Murray","1010","Murray",13900
"G2701030","1930","Minnesota","270","Nicollet","1030","Nicollet",16413
"G2701050","1930","Minnesota","270","Nobles","1050","Nobles",18336
"G2701070","1930","Minnesota","270","Norman","1070","Norman",14021
"G2701090","1930","Minnesota","270","Olmsted","1090","Olmsted",35373
"G2701110","1930","Minnesota","270","Otter Tail","1110","Otter Tail",50899
"G2701130","1930","Minnesota","270","Pennington","1130","Pennington",10472
"G2701150","1930","Minnesota","270","Pine","1150","Pine",20061
"G2701170","1930","Minnesota","270","Pipestone","1170","Pipestone",12182
"G2701190","1930","Minnesota","270","Polk","1190","Polk",35734
"G2701210","1930","Minnesota","270","Pope","1210","Pope",13078
"G2701230","1930","Minnesota","270","Ramsey","1230","Ramsey",281728
"G2701250","1930","Minnesota","270","Red Lake","1250","Red Lake",6883
"G2701270","1930","Minnesota","270","Redwood","1270","Redwood",20437
"G2701290","1930","Minnesota","270","Renville","1290","Renville",23526
"G2701310","1930","Minnesota","270","Rice","1310","Rice",29934
"G2701330","1930","Minnesota","270","Rock","1330","Rock",10955
"G2701350","1930","Minnesota","270","Roseau","1350","Roseau",12546
"G2701370","1930","Minnesota","270","St Louis","1370","St Louis",203459
"G2701390","1930","Minnesota","270","Scott","1390","Scott",14099
"G2701410","1930","Minnesota","270","Sherburne","1410","Sherburne",9651
"G2701430","1930","Minnesota","270","Sibley","1430","Sibley",15782
"G2701450","1930","Minnesota","270","Stearns","1450","Stearns",62072
"G2701470","1930","Minnesota","270","Steele","1470","Steele",18376
"G2701490","1930","Minnesota","270","Stevens","1490","Stevens",10184
"G2701510","1930","Minnesota","270","Swift","1510","Swift",14730
"G2701530","1930","Minnesota","270","Todd","1530","Todd",26157
"G2701550","1930","Minnesota","270","Traverse","1550","Traverse",7936
"G2701570","1930","Minnesota","270","Wabasha","1570","Wabasha",17597
"G2701590","1930","Minnesota","270","Wadena","1590","Wadena",10990
"G2701610","1930","Minnesota","270","Waseca","1610","Waseca",14261
"G2701630","1930","Minnesota","270","Washington","1630","Washington",24608
"G2701650","1930","Minnesota","270","Watonwan","1650","Watonwan",12770
"G2701670","1930","Minnesota","270","Wilkin","1670","Wilkin",9787
"G2701690","1930","Minnesota","270","Winona","1690","Winona",35129
"G2701710","1930","Minnesota","270","Wright","1710","Wright",27106
"G2701730","1930","Minnesota","270","Yellow Medicine","1730","Yellow Medicine",16448
"G2800010","1930","Mississippi","280","Adams","0010","Adams",8132
"G2800030","1930","Mississippi","280","Alcorn","0030","Alcorn",19523
"G2800050","1930","Mississippi","280","Amite","0050","Amite",9295
"G2800070","1930","Mississippi","280","Attala","0070","Attala",15157
"G2800090","1930","Mississippi","280","Benton","0090","Benton",5144
"G2800110","1930","Mississippi","280","Bolivar","0110","Bolivar",17852
"G2800130","1930","Mississippi","280","Calhoun","0130","Calhoun",14503
"G2800150","1930","Mississippi","280","Carroll","0150","Carroll",8491
"G2800170","1930","Mississippi","280","Chickasaw","0170","Chickasaw",10374
"G2800190","1930","Mississippi","280","Choctaw","0190","Choctaw",8866
"G2800210","1930","Mississippi","280","Claiborne","0210","Claiborne",3112
"G2800230","1930","Mississippi","280","Clarke","0230","Clarke",11629
"G2800250","1930","Mississippi","280","Clay","0250","Clay",6850
"G2800270","1930","Mississippi","280","Coahoma","0270","Coahoma",10339
"G2800290","1930","Mississippi","280","Copiah","0290","Copiah",16001
"G2800310","1930","Mississippi","280","Covington","0310","Covington",10665
"G2800330","1930","Mississippi","280","De Soto","0330","De Soto",6660
"G2800350","1930","Mississippi","280","Forrest","0350","Forrest",20457
"G2800370","1930","Mississippi","280","Franklin","0370","Franklin",7398
"G2800390","1930","Mississippi","280","George","0390","George",6258
"G2800410","1930","Mississippi","280","Greene","0410","Greene",7979
